model,fpr,tpr,threshold
Logistic Regression,0.1991182953710507,0.3536776212832551,0.5727598595555977
Logistic Regression,0.1991182953710507,0.35524256651017216,0.5721889332041203
Logistic Regression,0.19985304922850844,0.35524256651017216,0.5721132045839362
Logistic Regression,0.19985304922850844,0.3568075117370892,0.572084364848607
Logistic Regression,0.2035268185157972,0.3568075117370892,0.5712165230335959
Logistic Regression,0.2035268185157972,0.3615023474178404,0.5704510731067459
Logistic Regression,0.20793534166054373,0.3615023474178404,0.5697260450286499
Logistic Regression,0.20793534166054373,0.36306729264475746,0.5697173756952788
Logistic Regression,0.20867009551800147,0.36306729264475746,0.5696454467655993
Logistic Regression,0.20867009551800147,0.3646322378716745,0.5696279548783061
Logistic Regression,0.20940484937545922,0.3646322378716745,0.5694691125653338
Logistic Regression,0.20940484937545922,0.36932707355242567,0.5684158757972764
Logistic Regression,0.21160911094783247,0.36932707355242567,0.5674097994573791
Logistic Regression,0.21160911094783247,0.37089201877934275,0.5673595604064813
Logistic Regression,0.21234386480529022,0.37089201877934275,0.5670197953522846
Logistic Regression,0.21234386480529022,0.3755868544600939,0.5656912630422621
Logistic Regression,0.213078618662748,0.3755868544600939,0.5654256102500147
Logistic Regression,0.213078618662748,0.37715179968701096,0.5651720750863644
Logistic Regression,0.21381337252020574,0.37715179968701096,0.5651403989919083
Logistic Regression,0.21381337252020574,0.38028169014084506,0.5649071245008535
Logistic Regression,0.21822189566495223,0.38028169014084506,0.5640725451102367
Logistic Regression,0.21822189566495223,0.38184663536776214,0.5640133153270341
Logistic Regression,0.2204261572373255,0.38184663536776214,0.5633368597435183
Logistic Regression,0.2204261572373255,0.38497652582159625,0.562657013894962
Logistic Regression,0.22263041880969875,0.38497652582159625,0.5609816100501666
Logistic Regression,0.22263041880969875,0.3865414710485133,0.5608610489395894
Logistic Regression,0.22409992652461425,0.3865414710485133,0.5602567884799033
Logistic Regression,0.22409992652461425,0.38810641627543035,0.560044107093759
Logistic Regression,0.224834680382072,0.38810641627543035,0.560003539082188
Logistic Regression,0.224834680382072,0.39123630672926446,0.5597775504775222
Logistic Regression,0.22630418809698752,0.39123630672926446,0.5596079391547711
Logistic Regression,0.22630418809698752,0.39280125195618154,0.5596067938685975
Logistic Regression,0.22777369581190302,0.39280125195618154,0.559359030060449
